0,pedi idiota dando vueltas pendejo cancelara asi final hice pedi creen toco mismo pendejo vida turbo odia voy matar dia
0,maria preguntamos duros pretende presidente actividad oficial quiere tome sino entendemos cosas graf gobierno pierda tiempo pelotudeces
1,amo nio dios
0,nueva sesion monotype reglas sleep clause item clause limite legendarios pokemon baneados blaziquen impulso groudoun kyogre etc decir
0,hoy cambie mejor decision espero usuarios inconformes hagan mismo menos arrepiento
0,remis legal cabify baleado dia miedo buscarme aeroparque sectores mafioso ver autoridades estan altura circunstancias
1,clima pago
0,conductor nego brindarle servicio mujer invidente acompaada perro guia mientras bajaba auto usuaria condeno accion denuncio discriminacion ser persona discapacidad
1,buenisimo
1,susto pedir llegaba
1,marcas agua empiezan regalar coches cabify botellas
0,pagara multa record 148 millones dolares filtracion datos ma millones usuarios
1,tio pablo cancer gran tipo admiro cualquier ayuda agradece
0,zasca toda boca acuerda pagar 148 millones dolares esconder robo masivo datos
0,nunca podido coincidir vainas
1,mierda
0,comparan venta ilegal sudanese calle pienso mira diferente cosa ahi levanta policia mujer prendieron fuego propiedad verdad mismo
1,tipos mediocres pelotudos tacheros votaron neoliberalismo quieren bancan competencia ademas brinda servicio mejor ma tobara juegan matones laburantes rugbiers anabolizados transporte
0,sanidad publica mayor tesoro resto servicios publicos mantienen impuestos puede parecer normal currantes autonomos empresas decentes paguemos religiosamente amazon ryanair enelfuturonocabenbuitres
1,cada hora medium servicio quieren ma autorizaciones denota realmente igual condiciones trabajador llevarse cada coche claro agua ugtestafa cabify enelfuturonocabenbuitres uberizacion
0,ami lee noticia primero comentar mujer tenia idea esposo trabaja esposo trabajando usuario carro amigo
0,hola que significan cargo marcados vorden cuenta
1,puta realidad dia gratis colaboradores necesarios legalizar engao enelfuturocabemostodos ugtestafa taxienlucha veran medios
1,taxistas viven hoy mirar futuro comparado viene taxismo choferes toda persona preparacion superior destinada futuro vivir caridad publica menos eduquen bien hijos tendran futuro deseable
0,alanis estaria enamorada llevando
0,hola cabify por teneis sedes paraisos fiscales utilizais mecanismos ingenieria fiscal pagar menos impuestos espaa enelfuturonocabenbuitres
1,consumas cabify deliveroo globo airbub amazon economia colaborativa explotacion solo genus pobreza trabajadores sociedad juegan ventaja pagar impuestos enelfuturonocabenbuitres
0,ahora salio gratis carrera mujer pidio motel amante conductor esposo
0,padre mara castilla presentan denuncia cabify delito feminicidio
0,conmigo pasa solo hajo fine semana
0,diferencia ma taxienlucha vtc cabify huelga taxistas servicios minimos gratuitos dia gratis vtc parking currar enelfuturocabemostodos mejorentaxi
0,adelantando propina
0,ahora pese paro anunciado guatemala confirma dia hoy aplicacion contado socios conductores continuan atendiendo usuarios ningun momento visto afectado servicio
0,acuerdan fletada vida peda
1,hizo llegar mensaje viernes setiembre marcha lgbt descuento traslados hacia centro capital hr
1,pedirles
0,puede ser podria ser digo asi pensarlo servicio gratuito ayer llego ser realidad recopilar datos usuarios direcciones nombres numeros tarjetas credito asi toda feisss
1,nojodaaaa barranquilla bella mujer pidio motel amante conductor esposo via
0,day 30daysongchallenge fito paez circo beat album completo 1994 via
1,buen beat
0,van tomar cartas asunto pasa raya gente laburo mafia taxi
0,pregunta cabify vtc dgt cuando ocurre accidente probabilidades aumentan segun dgt despues conducir ma 10h imputan delito seguridad trafico obligar conducir diariamente 12h empleados
1,traficogt transitogt trabaron hoy huelga sexo jajaja
1,tiempo hija tio director cabify figura conductores firman contrato 12h dia dia semana hace casi 80h semanales ma doble permitido constituye delito seguridad trafico dgt vtc
1,acepta pagar 148 millones tratar ocultar brecha seguridad 2016
0,oye de verdad porqueria merece nota negra candela
0,grabacion conductor vtc denunciando estafa realizaron ayer aplicaciones cabify ofertando viajes gratis realidad timo manipulacion mediatica aqui realidad enelfuturocabemostodos ugtestafa
0,buenisima competencia ma europa aparte taxi empresa apoco van surgiendo ma
1,conductores cabify protestan madrid conductores cabify se
1,mujer amante pidieron hotel chofer esposo
1,ash hizo tarde amor veo llamale amigo guapo trae cree pueda llevarme trabajo
0,especial falta vlade asi
1,mucha sal
0,skip beat capitulo sub espaol live action via
0,envianos regalo cabify coca cola sigues multiplicando trayectos
1,teniamos haciamos autostop bebiamos agua fuentes mandaban comprar capaza gratis nio
1,empresas cabify deliveroo globo airbnb amazon quieren institucionalizar precariedad deber combatir modelo economico enelfuturonocabenbuitres
1,imagino facturas pone tributamos pais aqui dejo articulo abc medio tan extremum izquierda igualmente quiere decir sector deba modernizarse ofrecer servicio siglo xxi
1,vemos ma fondo situacion analizar esposo ocultaba trabajando 
1,protesta regulaciones cabify hoy llevaran ningun dinero holanda delaware
1,mirenlo lpm perfecto
0,humanos malos
0,culpa gobierno regularlo sacar partida evidentemente pueblo clama suceda decide pagar impuestos niega hacerlo niega gobierno aporte pregunta rara
1,pareja amantes pidio motel conductor esposo mujer tierra macondo puede suceder colombianadas 
1,acusaron consideran lenguaje territorio ideologia excelencia
0,tecnologia 148 millones multa tendra pagar ocultar hackeo noticias
0,definitivamente servicios sirven puede ser avisaron pobre mujer cambio conductor increible
1,que une cabify deliveroo glovo airbnb amazon toda representantes nuevo modelo economico denominado uberizacion afecta forma directa relaciones laborales derechos trabajadoras trabajadores enelfuturonocabenbuitres
1,cabify cada persona energia cada barrio esencia cada ciudad luz totalmente laciudadestuya
1,cabify vienen ofrecer alternativas tampoco preocupan sostenibilidad movilidad ciudades vienen hacerte vida mejor sino sacar toda riqueza posible luego marcharse dejando miseria precariedad enelfuturonocabenbuitres
0,f foto llega
1,prefiero cabify laciudadestuya
0,safado
0,like nuevo logo branding
0,inminente inicio operaciones paraguay representantes firma recibidos viceministro fabian dominguez tema abordado marco tributario podria operar compaia pais sinvueltaspy 650am
1,continuum guerra taxistas choferes segundaedicion queremos saber opinion vos preferis
1,nia toco recien primera vez nanai sabia usar app
1,tranquilo sector sabe enelfuturonocabenbuitres
1,regular aplicaciones plataformas beat solo demuestran intento encuadrar entiende categorias aplican basura regulatoria
1,video amigos tal servicios pregunto mujer invidente discriminada obligada descender auto conductor podium viajar perro guia que opinan seguiran usando transporte discrimina
1,izquierda concentracion taxistas castellana derecha concentracion vtc cabify castellana hace falta decir ma enelfuturonocabenbuitres
0,f foto estrellas llega curul
0,voy tomar cuadras terror caminarlas sola miedo celular nunca ma vuelva casa miedo subirme sola cuadras ser mujer
1,frase maana cuanto ma entero ciertos taxistas queman agreden ma ganas sacar ma ma cuentas dan mafia dios mafia quieren justicia justicia barbaridad
0,amantes pidieron hotel chofer esposo
1,cabify multiplica trece demanda viajes motivo dia gratuito
1,ma cerca paraguay
0,dura clavo mirada morir tipo
1,avance modelo cabify sinonimo desposesion riquezas abajo precarizacion vida enelfuturonocabenbuitres
0,jajaja malas
1,aparte cabify entendido rompen ninguna ley
0,preguntate mismo choferes macho acosadores amiga
1,black querida
0,arjona existis
0,wao niunomas definitivamente servicios sirven puede ser avisaron pobre mujer cambio conductor increible
0,dedicado burro ignorantes defensores sepan estan defendiendo vendepatrias
1,cabron vivir miedo cada vez tomo minutos ma largo pasan muchas cosas cabeza alerta ser siguiente desaparecida exijo mejor educacion ma oportunidades trabajo necesesidad vivir miedo
0,que une uberizan economia saquean riqueza paises operan gracias casos estrategias elusion fiscal enelfuturonocabenbuitres precaricen futuro
1,quieres pagas quieres servicio tan bno barato siempre malo
1,hoyenanimal cabify gran medida culpa muerte hija confio supuesta seguridad ofrecian dice gabriela madre mara castilla
0,mientras taxistas honrados luchen limpiar oficio tanta lacra vivan
1,gusta paz tranquilo chupa hectareas huevos concha sindicalista hermana
1,mujer pidio motel conductor esposo juaaaaa
1,sueo vivir capital solo poder usar rappi glovo
0,joven ceguera acuso conductor nego darle servicio acompaada perro guia conductor dado baja anuncio empresa
0,cancun contara servicio eats
0,nomames trae pinche misa cristiana llevo medium hora escuchandola
0,oculta hackeo cuesta multa 148 millones
0,chingada banda cambium nombre cruz guadalupe refugio ambiguo
1,pida pet culera
0,asalariado explotados dicen empresa cabify etc proporcionado coches venir protestar dice conductor vtc fondo ugt blanqueando protesta supone defender gran capital trabajadores
1,acuerda pagar 148 millones ocultar hackeo masivo 2016
0,cs optan cabify gran banca amancio ortega florentino perez juan roig villar mir expertos solo pagar impuestos sino saquear cual problema pedro duque
0,tarea dificil ley subcontrato debe ser modificada sustancialmente puede ser constructora carpinteros banco cuente cajeros
0,taxistas lanzan denuncia masiva competencia dia gratis cabify via
0,fakenews santa marta conductor recogio mujer amante un chisme sedujo medios via
1,notomomastaxi tacheros ademas darle comer violento misogino baby etchecopar ahora queman coches laburantes quedan tacheros buenos vayan radio baby repudiarlo manifiesten caza silencio siempre complice
0,paises cabify conductores protestan contrario sucedido ayer trabajaron gratis hoy hicieron marcha jefes pierdan dinero invertido autorizaciones vtc enelfuturonocabenbuitres
0,chilango comento acento norteo parecia chistoso chiste cuenta solo
0,analizan insercion empresa paraguay representantes firma viceministro hablaron marco tributario podria operar compaia pais
0,despues quejareis cierran hospitales pagar pensiones etc
0,viajar pedir servicio quiere muuuy sencillo hace vola mejor buscar estacionamiento parquimetro viene viene asi mejor haz laciudadestuya cabify
0,hola dia equinoccio saque unas barras tenia baul recuerdos grabe video chulo ver mola erick herve beat
1,gracias gracias cabify gracias habeis permitido volver disfrutar dia conduccion segura duda enelfuturocabemostodos vosotros cabemos ma comodos amb licenciaurbanasi taxienlucha
1,este sabado casa vacas primer festival humor feminista estaran degustando placeres jhana beat festivalcoumor
0,caza destruyeron auto almagro quemaron medio trabajo
1,actitud seorita roci feliz juebebes tome maneje mejor siga tomando pida
1,diverso
1,toda clase conductores siquiera dejan bajar vidrios electricos se gasta ma gasolina pasando cristianos evangelistas hablan creencias devuelven olvidas regreso wacom
1,eats chihuahua hace falta categoria bolas arroz
0,chofer aplicacion nego prestar servicio debido joven acompaada perro asistencia cree conductor debe recibir castigo cree derecho negarse hacer viaje
0,regreso casa recogio puso trayecto musiquita hector lavoe felicidad quito estres sueo favor ma conductores asi
0,cielo tierra oculto tarde temprano sabe
0,huelga taxistas bloquear ciudades huelga vtc llevar gratis pasajeros acabo coger cabify
0,noma dicen ven pago sabes espera jaaajajajajajaa
1,empresas pueden deben simplemente lavarse manos padre mara castilla demandan cabify responsabilidad feminicidio joven
0,pobre pendejo hablas cara cara pon ubicacion mando miento frente pronto chinga reputosoma madre
0,diria gran ggm mariposa amarillas
0,enelfuturonocabenbuitres hace cabify conductores gracias ma horas trabajando peligro volante taxienlucha
1,amo colombia amo
0,recuerden chico trabajo ojala algun dia pueda llevarlos arrepentiras bien servicio
1,padre mara castilla demandan cabify responsabilidad feminicidio joven
0,mala hemeroteca programita sacara verdad vtcnoestaxi
1,caricomorg fightncds stepitup vocradio
0,distancia destinos descarga app iniciatuviaje
0,santa marta
0,caza destruyeron cinco auto quemaron medio trabajo via
0,juju tiro pedo cabify chabon abrio ventana
0,necesito ayuda cuenta intentar pedir aparece ups error error persistido julio cada viajo logro amigo pida fin semana saldre solo necesito solucionar problema
0,ahhhh bueeeeno
0,lite pesa alrededor 5mb equivalente tres selfies tiempo respuesta promedio obtener viaje tan solo 300 milisegundos literalmente parpadeo
1,argentinos super indignados ataque auto cabify manejaba chica venezolana mientras facebook aun estan criticandola pego acento argentino
1,despues queman
0,tipo noble taxista caza voto macri
1,cabify demandado mexico presunta responsabilidad homicidio 2017 joven puebla
1,jajajajajajajajajajajajajajajajajajajajajajajajjaajajajajajajajajajajajajajajajajaajajajajajajajajajajajajajajajajajajajajajajajajaja
0,taxistas anti funcionando mafioso viste votados votantes iguales
1,low cost cadenas farmacias funciona mundo aca problema argentino medio aora barro mierda especie religion miedo progreso paralizante hombre mate mano
0,hoy casi baja golpes carro reporte seguramente hara respecto minimo merece suspension cuenta pesimo
1,analizan insercion paraguay tras reunion representantes viceministro set
0,mujer ceguera denuncia discriminacion parte conductor
0,dicen malechores
1,saludo despidio super cortante esperar queda dia
0,difundamos favor
1,super reconocimiento esperan entres casa
1,megusta insultar laspersonas aun termino lacarrera espero algun dia necesites unmedico hablar investigacion indice antecedentes penales hablabamos cosa va fin espero malvados violen
0,violacion inminente
1,hace viajaba piden pasar ma atras subieran pasajeros
1,destruyen cinco coches buenos aire amenaza
1,chofer colorin seor lado mio bus tambien hoy dia suerte
0,conductor niega servicio mujer llevar perro guia ma detalles noticias
1,pagara multa historica 148 mdd filtracion datos
0,pronto veremos manifestaciones conductores pequeos empresarios vtc unica premisa cabify ponen euro
0,mujer pidio motel amante conductor esposo juevesdeganarseguidores juevesdeespaldas siguemeytesigoensegundos sincensura siguemeytesigodevuelta siguemeytesigoya curiosidades
1,vea cogido nueva york bangkok pasando ma ciudades emblematicas mundo creame aparte ser absolutamente normal ningun colectivo taxistas arruinado menos madrid ser diferente
1,repito llaman mafia taxi tenes pruebas mal generalizar tomar enfermito agredan mafia
1,beat cual plan tripioso
0,2019 venga maeeee quiere pago parece viene rodillas
1,derecho tomar ma lograron siento taxistas ver ataque taxistas caza quemaron auto almagro villa crespo flores
1,usando cabify ademas contribuir perpetuar pobreza contribuyes destruir cualquier cosa ver publico empresas extractivas solo fin enriquecerse cualquier precio enelfuturonocabenbuitres taxienlucha
1,siempre aportais nuevo salvo explotacion evasion fiscal good bye cabify
1,clientes internacionales humphreys amp arch sido seleccionado finalista diseo terminales auto voladores
0,sabes depende veces veces cabify ma barato jajaja
1,ranchito uber gran oportunidad empleo muchos
0,ver salen mamadas tambien
1,alguien pregunta estan trabajadores construccion ahora ven obras mire vtc cabify parece gran salida despues crisis edad entrar construccion saludablemente inviable
1,cazauber prendieron fuego auto mina laburar cabify representaba unica fuente ingreso nena puta vida volvere subirme
1,propongo sueo venda mate amarillo compro dia primavera banquemos arreglo auto carolina venezolana quedo trabajo protege mafia taxi
0,upnred recorri calleque puede pasarme aunque sola 00am escucho pasos ire ma rapidopido sin bateria fin calle ma luz volteare asegurarme pasos solo mente debi correr quiero gritar permites tarde
0,mandalo goma perro vale ma coche
1,jjjjaaa alexis benites0pedro aguayo
1,insultes pide ningun papel choferes presentan ningun papel trucho fin
0,futuro quieren especuladores enelfuturonocabenbuitres
1,pedir calle casa forma proteccion
0,parece bueno proyecto manera legislar creo actitud cobarde pegar afiches anonimos repudio tipo amenaza
1,querooooo
0,avanza proyecto regular apps ayer comision asuntos constitucionales dio luz verde proyecto iniciativa popular confirmando mismo conforme respeta constitucion caba ahora necesitamos 000 firmas
0,quisiers presupuesto golpe frente cofre beat 2019 comobq doblo ollito
1,destruyen cinco vehiculos buenos aire amenaza
1,cortemos mafia
1,nuevo decreto secretaria cultura 2019 banana duro banana banana tieso banana banana perverso banana banana travieso banana banana chiquito banana banana sabroso banana banana sweet banana banana nice banana banana beat    
0,antecedente seguramente servira demandar igual manera
1,eduardo garcia aos dice hace me durmiendo calle ahora trabaja cabify dieron oportunidad ahora vivo habitacion alquilada
0,invertira millones dolares movilidad sostenible
1,haganme recordar viaje ma bondi pacheco proxima
1,yuririasierra presenta trabajo historia lucero mujer debilidad visual discriminada conductor nego transportarla perro asistencia
0,ustedes quejan momentos incomodos
1,arrugo verdad quieres dime voy mentarte madre noma corras veas jeep
1,eelive angel medinilla empresas adaptan buscan leyes proteger negocios caso airbnb podemos ponerle frenos progreso
1,rebasa esperan nuevo chevrolet beat activ siguetubeat
1,escuela incendiada moreno remise legales quemados anti habra castigo habra gallina habra huevos
1,cabify
1,rebasa esperan chevrolet beat activ siguetubeat
0,mama acordo despues do semanas existia parte unica sola gasto plata guardias sola ahora enoja dije despues semana acordo mal
0,aumento pobreza sigan hablando caza
1,paso camiones saldre mejor gastar jajajaj
0,defendia taxistas canse prepotencia soberbia violencia ningun monopolio saludable les asusta tener competir mejorar servicio too bad votaron neoliberalismo libertad mercado pues vino darselos
1,amantes pidieron hotel descubren chofer esposo siempre digo dios escribe estilo ricardo arjona
1,doctora blasey ford recuerda episodio juez nominado trump intento violar redes sociales conservadoras responden linchandola asco
0,ciudad buenos aire ciudad asegura organizaciones detras ataques auto
0,turista suizo asaltado llegar hotel taxista trajo aereopuerto tomado estaria sano salvo
0,pensamiento jodidos que pedo subieron persona sigue gritando recorran atras
1,el ultimo the daily gracias ciberseguridad
0,ojo
1,mama joven eda siiiip aqui esquina
1,buena onda chofer dejo cambiar llegar tarde trabajo juevesdetetasseductoras seductorasteam
0,evasion fiscal empresas cabify toda riqueza obtenida extranjero mientras sucede espaa trabajadores empobrecen pierden derechos laborales denunciamos uberizacion economia enelfuturonocabenbuitres
1,persona mismas conmigo iba ma cerca resolvio casi 200 opcion indico amiga terminaba utilizar path supone 24h google recomendaba excepto
0,nuevo ataque caza almagro encargada auto incendiado hablo madre soltera vengo venezuela hace do me trabajo cabify totalmente legal ahora dejaron laburo hacen taxistas amenazan sacan fotos
1,sumamos taxistas cazauber pesada herencia dejara pro porteos
1,queda claro dije cierto usted ma remota idea habla buen provecho
0,plan telcel max limite 6000 me llamadas sm redes sociales whatsapp facebook twitter snapchat instagram
0,votos ao pre electoral
0,estan anti detras ataques quemacoches tres auto incendiados caba almagro escribieron encargada dijo vehiculo habilitado plataforma cabify denuncio taxista saco fotos
1,querian conocer regimen impositivo responde fabian dominguez viceministro set intenciones instalarse paraguay dijo metanle paguen impuestos
1,cabify confirma pedido 000 vtc madrid niega especulacion enelfuturonocabenbuitres
1,noche pondremos puro power beat rolas electronicas sonidos potentes ruidosos esperamos 9pm
0,circulaenredes video mujer debilidad visual denuncia chofer tras negarle servicio llevar perro guia malahiuber
0,generalizan hablan mafia taxi tienen pruebas saben mafia totalmente estructurado loquitos rompen cabify viejo taxista hace aos pertenecio ningun grupo capone generalizar
0,sienten facundo analisis politico pidanle ponganlo mute
0,momento debatir seriamente mejoramos experiencia movernos ciudad evolucion presentamos propuesta
0,hablando telefono natalia wilaaaa compre perico cremas
0,multa millonaria ocultar robo masivo datos
1,playlist llamada alabanzas redentor ayuda
1,conviertes chofer dejas man casa novia
0,asi funciona berlin taxi ubers dentro misma aplicacion mismas reglas usuario puede elegir beneficios plataforma segura moderna importar servicio use
1,hacer pasa esperan muerto legislen diputados terminen violencia me quede trabajo voy hacer drama maria carolina victimas caza
0,cuento chimbo costeo solicitar foto celular nombre conductor placa tipo vehiculo
0,real jajajajaja mientras esperas rumbo rivadavia brazil
0,segui bancando mafia taxi pelotudo
1,rendi duda beat delicia album
1,dios mio atraso eats muero hambre nio yemen asi oyen comparando policia tica parar bus asesinos paramilitares nicaragua carlos ortega
0,usa codigo viaja rey canjealo aqui
0,salen cazar prenden fuego competencia desleal pagan impuestos licencias salimos incinerar manteros vendedores ambulantes distinto
0,mujer amante pidieron motel peor suertes conductor esposo
1,aqui iguana bueno
1,ayer vieron cantando pibe loco pibe loco garcha taxistas garcha verdad
1,cabify deliveroo globo airbnb amazon empiecen pagar impuestos respeten derechos laborales dignifiquen salarios mientras cansen llamen puerta enelfuturonocabenbuitres
0,pagara 148 millones dolares esconder robo masivo datos 2016
1,beat mejores hice acuerdo dia cagado calor jugando tenia ganas absolutamente entrando verano 2018 catriel fasciolo do chabones totalmente diferentes tremendos
0,seor maneja bien gacho
1,despues dicen liberales modernos manga hijos puta drama victimas caza via
1,pagara multa historica robo datos transporte
0,acuerdo
0,invade tristeza cada vez veo casos gente merece pena compartiendo vida escoria hooligan beat
0,cara estres decepcion deja ridiculo milennials persona maduras ridiculas precio ma llama envian taxi tiempo llegan minutos
0,podria decir gestiona obligan trabajadores luchen multinacionales
1,ein baje andalucia busque ma licencia aqui cada trabaja titular segun ciudad ayuntamieto deja deja contratar personal bajo requisitos estrictos ver vamos actualizando informacion luego atrasados
1,buscan cabify plataformas tomen serio seguridad usuarios padre mara castilla demandan cabify responsabilidad feminicidio joven
1,emputa todavia termina viaje acepta tarda chingo
0,barranquilla mujer nombre yeimy pidio servicio motel amante conductor resulto ser esposo mujer agarron
1,inversores cabify hija bbva fondo inversion capital riesgo principal acreedor atres medium bbva cuadra
0,detras caza estan mandatarias taxi amigo tomar ma taxi
0,chico cachondo mexico ma cachondos parte puedes retwtear robartelo
1,quitarle gasolina toda depreciaciones vehiculo queda hora habian dicho conductores llevan tiempo dan cuenta perdidas solo queda luego ao
1,maana prensa decir quejas usuarios ausencia vehiculos supuesto dia gratis ademas sorprenderia algun afortunado usuario deleite entraable historia contada conductor actor ficticio
0,aclarar mayoria elos taxistas buenisima gente grupo mayor mafioso exista retiro once aeroparque palermo terminal bus cordoba florida etc digamos loquitos
1,actualizo carajos celu ahora puedo siquiera escribir puto wsp invita descargar app alguna app reconchadesumadre
0,100mil familias juego millones usuarios desprotegidos apps actuando anchas regulacion puede aguantar ma servicio publico garantia capitalismo salvaje cabify 1aoya
1,padre mara castilla demandan cabify responsabilidad feminicidio joven via
0,larreta ladron peronista hijo puta victimas caza via
0,cabify sedes paraisos fiscales pagar impuestos aqui trabajadores salarios miseria jornadas 12h asi ahorran costes asi revientan economia derechos laborales costaron conquistar enelfuturonocabenbuitres
1,puerto rico mierda
1,buenas tardes cuenta usuario asociada mail hace me llegan detalles viajes quisiera desasocien dicha cuenta mail correos lleguen persona adecuada como procedo
1,gustado video lil peep type beat smoke and fire alternative rock guitar
1,minutoa mejor
0,maana amiga llega triste escuela dice dejo toper comida contesta mala suerte
1,gustado video prendio funk kuduro beat letra venta
1,coraje tener pagar pasaje distancias cortas pudiendo caminar calor hace tripliquen aun asi casi siempre camino
0,paremos violencia bueno puede salir alli
0,mil utilidades
0,esperaba menos conductor cabify estacion sants dijo mismo plegaba habia caido sistema
0,verdades trabajos empresas cabify ma precariedad costa saquear negocio servicio enelfuturonocabenbuitres
0,vale prenderle fuego auto paga impuestos comerciantes alquilan local pagan impuestos podrian prender fuego manteros locos
0,seguire apoyando descanso taxistas mundo eltaxiunidojamasseravencido enelfuturonocabenbuitres
1,buen articulo nuevos modelos explotacion tan modernos tan perversos tan tontos desclasados
1,escucha lukys93 cantando hot cold katy perry cover breaking love tweegram love tweegram music genre song song melody hiphop rnb pop love rap dubstep instagood beat beat jam myjam photooftheday
0,taxistas persona ignorantes
